,patient,FDR,Rate
60,TCGA-HC-7231,0.3571428571428571,0.25
61,TCGA-X4-A8KQ,0.3,0.25
62,TCGA-KK-A59X,0.2777777777777778,0.25
63,TCGA-KK-A6E2,0.3636363636363636,0.25
64,TCGA-2A-A8VT,0.2649006622516556,0.25
65,TCGA-EJ-5509,0.1875,0.25
66,TCGA-G9-A9S4,0.0,0.25
67,TCGA-G9-6494,0.0,0.25
68,TCGA-CH-5737,0.25,0.25
69,TCGA-XK-AAIV,0.2193732193732193,0.25
70,TCGA-G9-6362,0.2692307692307692,0.25
71,TCGA-HC-A48F,0.2444444444444444,0.25
72,TCGA-HC-7081,0.1538461538461538,0.25
73,TCGA-EJ-7115,0.125,0.25
74,TCGA-KK-A7AQ,0.28,0.25
75,TCGA-VN-A88N,0.1818181818181818,0.25
76,TCGA-YL-A8SB,0.1403508771929824,0.25
77,TCGA-CH-5788,0.2150537634408602,0.25
78,TCGA-V1-A9O7,0.2967032967032967,0.25
79,TCGA-2A-A8W3,0.2558139534883721,0.25
80,TCGA-ZG-A9LY,0.125,0.25
81,TCGA-HC-8262,0.0,0.25
82,TCGA-YL-A9WH,0.2536443148688047,0.25
83,TCGA-VN-A88P,0.15625,0.25
84,TCGA-KK-A59V,0.2686567164179104,0.25
85,TCGA-KK-A8IB,0.2395833333333333,0.25
86,TCGA-EJ-A65D,0.3809523809523809,0.25
87,TCGA-ZG-A9LB,0.2108262108262108,0.25
88,TCGA-KK-A7AZ,0.1851851851851851,0.25
89,TCGA-G9-6347,0.0,0.25
90,TCGA-KK-A7AY,0.0789473684210526,0.25
91,TCGA-HC-7075,0.0,0.25
92,TCGA-YL-A8HO,0.1756756756756756,0.25
93,TCGA-Y6-A9XI,0.2666666666666666,0.25
94,TCGA-EJ-7794,0.0,0.25
95,TCGA-EJ-5504,0.2666666666666666,0.25
96,TCGA-HI-7169,0.0,0.25
97,TCGA-V1-A9ZK,0.1538461538461538,0.25
98,TCGA-G9-7523,0.1666666666666666,0.25
99,TCGA-HC-8256,0.125,0.25
100,TCGA-EJ-5501,0.1428571428571428,0.25
101,TCGA-M7-A725,0.1788617886178861,0.25
102,TCGA-EJ-7312,0.2337662337662337,0.25
103,TCGA-ZG-A8QX,0.1666666666666666,0.25
104,TCGA-XK-AAJP,0.1527777777777778,0.25
105,TCGA-ZG-A9L1,0.2190812720848056,0.25
106,TCGA-EJ-5495,0.217391304347826,0.25
107,TCGA-G9-6348,0.2941176470588235,0.25
108,TCGA-J9-A8CK,0.2857142857142857,0.25
109,TCGA-XK-AAJR,0.1666666666666666,0.25
110,TCGA-ZG-A9M4,0.17162471395881,0.25
111,TCGA-CH-5767,0.1785714285714285,0.25
112,TCGA-V1-A9O9,0.2333333333333333,0.25
113,TCGA-V1-A9ZG,0.0666666666666666,0.25
114,TCGA-J4-AATZ,0.375,0.25
115,TCGA-ZG-A9MC,0.2142857142857142,0.25
116,TCGA-YL-A8HJ,0.0,0.25
117,TCGA-G9-6342,0.1428571428571428,0.25
118,TCGA-EJ-5532,0.1379310344827586,0.25
119,TCGA-QU-A6IO,0.2421052631578947,0.25
120,TCGA-KC-A7F3,0.2,0.25
121,TCGA-ZG-A9LM,0.213768115942029,0.25
122,TCGA-EJ-7797,0.0,0.25
123,TCGA-EJ-AB20,0.35,0.25
124,TCGA-KK-A8IA,0.2452107279693486,0.25
125,TCGA-YL-A8SL,0.1764705882352941,0.25
126,TCGA-HC-A632,0.1496598639455782,0.25
127,TCGA-KK-A8II,0.2985074626865671,0.25
128,TCGA-KK-A8IK,0.2821917808219178,0.25
129,TCGA-HC-A6HX,0.1875,0.25
130,TCGA-YL-A8S8,0.2360248447204969,0.25
131,TCGA-KK-A6E6,0.0833333333333333,0.25
132,TCGA-EJ-8470,0.1333333333333333,0.25
133,TCGA-HC-A76W,0.2129629629629629,0.25
134,TCGA-KK-A8I5,0.28,0.25
135,TCGA-YL-A8S9,0.160919540229885,0.25
136,TCGA-KK-A8I4,0.125,0.25
137,TCGA-J4-A67O,0.2857142857142857,0.25
138,TCGA-G9-6354,0.1176470588235294,0.25
139,TCGA-G9-6365,0.0,0.25
140,TCGA-EJ-7783,0.3333333333333333,0.25
141,TCGA-G9-6339,0.3333333333333333,0.25
142,TCGA-CH-5772,0.2954545454545454,0.25
143,TCGA-HC-8257,0.1578947368421052,0.25
144,TCGA-EJ-5526,0.2258064516129032,0.25
145,TCGA-QU-A6IM,0.1346153846153846,0.25
146,TCGA-G9-6369,0.2758620689655172,0.25
147,TCGA-KK-A7AV,0.1818181818181818,0.25
148,TCGA-Y6-A8TL,0.0,0.25
149,TCGA-HC-7742,0.1212121212121212,0.25
150,TCGA-4L-AA1F,0.2864321608040201,0.25
151,TCGA-V1-A8WW,0.268595041322314,0.25
152,TCGA-YL-A8HL,0.2325581395348837,0.25
153,TCGA-CH-5748,0.5,0.25
154,TCGA-XK-AAK1,0.1428571428571428,0.25
155,TCGA-YL-A8SP,0.2077922077922078,0.25
156,TCGA-EJ-5515,0.0,0.25
157,TCGA-J4-A67N,0.2093023255813953,0.25
158,TCGA-CH-5771,0.2142857142857142,0.25
159,TCGA-J9-A52B,0.1953488372093023,0.25
160,TCGA-YL-A9WI,0.2279792746113989,0.25
161,TCGA-EJ-7321,0.0,0.25
162,TCGA-J4-8198,0.4,0.25
163,TCGA-XA-A8JR,0.2,0.25
164,TCGA-J9-A52E,0.178470254957507,0.25
165,TCGA-KK-A8IH,0.1379310344827586,0.25
166,TCGA-KK-A8I8,0.2539682539682539,0.25
167,TCGA-EJ-5511,0.2098765432098765,0.25
168,TCGA-YL-A8SR,0.2705882352941176,0.25
169,TCGA-HC-8259,0.0,0.25
170,TCGA-J4-A83K,0.0,0.25
171,TCGA-EJ-A65B,0.2142857142857142,0.25
172,TCGA-ZG-A9L2,0.25,0.25
173,TCGA-XJ-A9DX,0.2533333333333333,0.25
174,TCGA-EJ-7327,0.4,0.25
175,TCGA-KK-A59Y,0.21875,0.25
176,TCGA-VN-A88I,0.0,0.25
177,TCGA-V1-A8WL,0.0869565217391304,0.25
178,TCGA-J4-A83M,0.2,0.25
179,TCGA-XJ-A83F,0.081081081081081,0.25
180,TCGA-J9-A8CL,0.1758241758241758,0.25
181,TCGA-J4-A67K,0.1764705882352941,0.25
182,TCGA-VN-A88L,0.0,0.25
183,TCGA-KK-A8ID,0.1870229007633587,0.25
184,TCGA-EJ-5531,0.0,0.25
185,TCGA-XQ-A8TA,0.1758793969849246,0.25
186,TCGA-J4-A6M7,0.0,0.25
187,TCGA-KK-A6E8,0.2389937106918239,0.25
188,TCGA-HC-A8D0,0.0,0.25
189,TCGA-HI-7170,0.0,0.25
190,TCGA-EJ-7788,0.2083333333333333,0.25
191,TCGA-VP-AA1N,0.2619047619047619,0.25
192,TCGA-FC-A5OB,0.1904761904761904,0.25
193,TCGA-HC-A8CY,0.2,0.25
194,TCGA-2A-A8VL,0.25,0.25
195,TCGA-G9-6333,0.1428571428571428,0.25
196,TCGA-V1-A9ZI,0.1512605042016806,0.25
197,TCGA-HC-7819,0.1875,0.25
198,TCGA-V1-A9OL,0.2067039106145251,0.25
199,TCGA-G9-6377,0.1777777777777777,0.25
200,TCGA-ZG-A8QW,0.0833333333333333,0.25
201,TCGA-EJ-7785,0.5,0.25
202,TCGA-CH-5741,0.1176470588235294,0.25
203,TCGA-EJ-A65M,0.2068965517241379,0.25
204,TCGA-X4-A8KS,0.4230769230769231,0.25
205,TCGA-HC-8216,0.2844036697247706,0.25
206,TCGA-ZG-A9KY,0.2262996941896024,0.25
207,TCGA-KK-A59Z,0.2362637362637362,0.25
208,TCGA-2A-A8VO,0.25,0.25
209,TCGA-HC-7212,0.1891891891891892,0.25
210,TCGA-XJ-A9DI,0.25,0.25
211,TCGA-CH-5754,0.1724137931034483,0.25
212,TCGA-KC-A4BV,0.25,0.25
213,TCGA-CH-5791,0.2,0.25
214,TCGA-V1-A9OA,0.1714285714285714,0.25
215,TCGA-VP-A878,0.6666666666666666,0.25
216,TCGA-HC-7736,0.2962962962962963,0.25
217,TCGA-ZG-A9LU,0.2647058823529412,0.25
218,TCGA-G9-6498,0.3125,0.25
219,TCGA-G9-6373,0.1851851851851851,0.25
220,TCGA-V1-A8WV,0.1857506361323155,0.25
221,TCGA-G9-6379,0.2698412698412698,0.25
222,TCGA-CH-5750,0.2727272727272727,0.25
223,TCGA-EJ-7125,0.2121212121212121,0.25
224,TCGA-ZG-A9N3,0.1851851851851851,0.25
225,TCGA-HC-7232,0.25,0.25
226,TCGA-EJ-5522,0.1666666666666666,0.25
227,TCGA-J4-A83L,0.0,0.25
228,TCGA-J4-A67M,0.2105263157894736,0.25
229,TCGA-EJ-5512,0.0,0.25
230,TCGA-EJ-8468,0.1333333333333333,0.25
231,TCGA-G9-6384,0.0,0.25
232,TCGA-HI-7168,0.1507537688442211,0.25
233,TCGA-YL-A9WL,0.2663755458515284,0.25
234,TCGA-EJ-5517,0.1304347826086956,0.25
235,TCGA-HC-A9TH,0.2291666666666666,0.25
236,TCGA-YL-A9WJ,0.2307692307692307,0.25
237,TCGA-EJ-5516,0.4285714285714285,0.25
238,TCGA-EJ-A8FS,0.2432432432432432,0.25
239,TCGA-YL-A8SJ,0.2051282051282051,0.25
240,TCGA-EJ-A46F,0.1724137931034483,0.25
241,TCGA-EJ-5505,0.0,0.25
242,TCGA-KK-A8IM,0.125,0.25
243,TCGA-CH-5792,0.25,0.25
244,TCGA-V1-A9OF,0.1428571428571428,0.25
245,TCGA-EJ-5524,0.238095238095238,0.25
246,TCGA-KK-A7AU,0.2051282051282051,0.25
247,TCGA-EJ-5530,0.6666666666666666,0.25
248,TCGA-CH-5762,0.2162162162162162,0.25
249,TCGA-EJ-5498,0.0,0.25
250,TCGA-TK-A8OK,0.1666666666666666,0.25
251,TCGA-EJ-AB27,0.0,0.25
252,TCGA-V1-A9OT,0.35,0.25
253,TCGA-WW-A8ZI,0.1619047619047619,0.25
254,TCGA-HC-7077,0.2631578947368421,0.25
255,TCGA-CH-5751,0.1541218637992831,0.25
256,TCGA-2A-A8VX,0.2727272727272727,0.25
257,TCGA-G9-7521,0.2331838565022421,0.25
258,TCGA-VN-A88K,0.2023809523809523,0.25
259,TCGA-YL-A8HM,0.1715817694369973,0.25
260,TCGA-YL-A8SO,0.2203389830508474,0.25
261,TCGA-G9-A9S0,0.2878787878787879,0.25
262,TCGA-HC-7210,0.1428571428571428,0.25
263,TCGA-KK-A6E7,0.165680473372781,0.25
264,TCGA-ZG-A9L9,0.3506493506493506,0.25
265,TCGA-CH-5766,0.3541666666666667,0.25
266,TCGA-EJ-A65F,0.25,0.25
267,TCGA-EJ-5497,0.3333333333333333,0.25
268,TCGA-EJ-5494,0.2857142857142857,0.25
269,TCGA-V1-A8ML,0.4,0.25
270,TCGA-FC-7961,0.3478260869565217,0.25
271,TCGA-EJ-5525,0.1712707182320442,0.25
272,TCGA-EJ-7315,0.074074074074074,0.25
273,TCGA-YL-A9WY,0.3088235294117647,0.25
274,TCGA-ZG-A9ND,0.2539682539682539,0.25
275,TCGA-YL-A9WX,0.1666666666666666,0.25
276,TCGA-HC-A9TE,0.1825842696629213,0.25
277,TCGA-CH-5753,0.237410071942446,0.25
278,TCGA-HC-7211,0.0909090909090909,0.25
279,TCGA-HC-7230,0.2619047619047619,0.25
280,TCGA-VP-A875,0.220440881763527,0.25
281,TCGA-G9-6338,0.1739130434782608,0.25
282,TCGA-J9-A8CM,0.2391304347826087,0.25
283,TCGA-EJ-8474,0.0909090909090909,0.25
284,TCGA-YJ-A8SW,0.1882716049382716,0.25
285,TCGA-V1-A9OH,0.1052631578947368,0.25
286,TCGA-QU-A6IL,0.2211538461538461,0.25
287,TCGA-HC-8261,0.125,0.25
288,TCGA-HC-8213,0.4,0.25
289,TCGA-G9-6364,0.2,0.25
290,TCGA-VP-A87D,0.1634615384615384,0.25
291,TCGA-G9-6496,0.1052631578947368,0.25
292,TCGA-CH-5769,0.0,0.25
293,TCGA-YL-A9WK,0.1392405063291139,0.25
294,TCGA-EJ-A46G,0.1715686274509804,0.25
295,TCGA-KK-A5A1,0.0,0.25
296,TCGA-XJ-A83G,0.34375,0.25
297,TCGA-G9-6363,0.1304347826086956,0.25
298,TCGA-KK-A7B1,0.1111111111111111,0.25
299,TCGA-EJ-7784,0.2760736196319018,0.25
300,TCGA-G9-6371,0.2352941176470588,0.25
301,TCGA-EJ-7123,0.0925925925925925,0.25
302,TCGA-KK-A6E5,0.073170731707317,0.25
303,TCGA-CH-5744,0.1666666666666666,0.25
304,TCGA-CH-5790,0.1764705882352941,0.25
305,TCGA-V1-A9OX,0.2,0.25
306,TCGA-G9-6329,0.0,0.25
307,TCGA-CH-5761,0.2083333333333333,0.25
308,TCGA-2A-A8VV,0.0,0.25
309,TCGA-ZG-A9L0,0.240506329113924,0.25
310,TCGA-M7-A724,0.1363636363636363,0.25
311,TCGA-J4-A67L,0.2,0.25
312,TCGA-G9-7510,0.1428571428571428,0.25
313,TCGA-HC-7821,0.2253521126760563,0.25
314,TCGA-G9-6499,0.3936170212765957,0.25
315,TCGA-FC-A6HD,0.2307692307692307,0.25
316,TCGA-J4-A67S,0.3888888888888889,0.25
317,TCGA-EJ-5507,0.2814814814814815,0.25
318,TCGA-G9-7509,0.3333333333333333,0.25
319,TCGA-HC-A6AP,0.2037037037037037,0.25
320,TCGA-HC-7209,0.1333333333333333,0.25
321,TCGA-KK-A8IF,0.2296296296296296,0.25
322,TCGA-EJ-A65J,0.1363636363636363,0.25
323,TCGA-HC-7080,0.2047619047619047,0.25
324,TCGA-HC-7749,0.3,0.25
325,TCGA-XK-AAJT,0.2222222222222222,0.25
326,TCGA-YL-A8SI,0.0,0.25
327,TCGA-CH-5765,0.3333333333333333,0.25
328,TCGA-YL-A8SQ,0.313953488372093,0.25
329,TCGA-V1-A9OQ,0.125,0.25
330,TCGA-G9-A9S7,0.225,0.25
331,TCGA-EJ-5508,0.0,0.25
332,TCGA-FC-A8O0,0.0,0.25
333,TCGA-V1-A8MM,0.119047619047619,0.25
334,TCGA-HC-8266,0.1525423728813559,0.25
335,TCGA-ZG-A9LN,0.25,0.25
336,TCGA-KK-A6E1,0.2880434782608695,0.25
337,TCGA-EJ-7330,0.0909090909090909,0.25
338,TCGA-SU-A7E7,0.0,0.25
339,TCGA-XQ-A8TB,0.1851851851851851,0.25
340,TCGA-ZG-A9LS,0.22,0.25
341,TCGA-V1-A8MF,0.2727272727272727,0.25
342,TCGA-VP-A87H,0.2167832167832167,0.25
343,TCGA-KK-A8I6,0.2068965517241379,0.25
344,TCGA-VP-A87C,0.0625,0.25
345,TCGA-H9-7775,0.3,0.25
346,TCGA-HC-A631,0.2263157894736842,0.25
347,TCGA-VP-A876,0.25,0.25
348,TCGA-EJ-7792,0.0,0.25
349,TCGA-TP-A8TT,0.1428571428571428,0.25
350,TCGA-V1-A8MG,0.2608695652173913,0.25
351,TCGA-YL-A8HK,0.1428571428571428,0.25
352,TCGA-XK-AAIR,0.1111111111111111,0.25
353,TCGA-G9-6356,0.0,0.25
354,TCGA-VP-A87K,0.2673267326732673,0.25
355,TCGA-HC-7078,0.102803738317757,0.25
356,TCGA-EJ-7325,0.1578947368421052,0.25
357,TCGA-HC-A4ZV,0.2813852813852814,0.25
358,TCGA-EJ-5514,0.2786885245901639,0.25
359,TCGA-HC-A6AN,0.3611111111111111,0.25
360,TCGA-KK-A8IL,0.25,0.25
361,TCGA-KK-A8I7,0.1379310344827586,0.25
362,TCGA-MG-AAMC,0.2558139534883721,0.25
363,TCGA-V1-A9Z9,0.0,0.25
364,TCGA-XK-AAJ3,0.1643835616438356,0.25
365,TCGA-HC-A6AL,0.2068965517241379,0.25
366,TCGA-V1-A9Z7,0.2142857142857142,0.25
367,TCGA-V1-A9ZR,0.1363636363636363,0.25
368,TCGA-EJ-A7NM,0.2,0.25
369,TCGA-J9-A52C,0.4,0.25
370,TCGA-M7-A71Y,0.0,0.25
371,TCGA-XJ-A83H,0.0862068965517241,0.25
372,TCGA-XK-AAJA,0.1720430107526881,0.25
373,TCGA-VN-A88R,0.125,0.25
374,TCGA-EJ-5496,0.0769230769230769,0.25
375,TCGA-EJ-5527,0.1666666666666666,0.25
376,TCGA-TP-A8TV,0.2072538860103626,0.25
377,TCGA-CH-5764,0.2857142857142857,0.25
378,TCGA-2A-AAYF,0.2,0.25
379,TCGA-EJ-7328,0.3076923076923077,0.25
380,TCGA-EJ-7218,0.1538461538461538,0.25
381,TCGA-KK-A7AP,0.2373737373737373,0.25
382,TCGA-XK-AAIW,0.1822429906542056,0.25
383,TCGA-EJ-A7NF,0.15,0.25
384,TCGA-EJ-8472,0.2948717948717949,0.25
385,TCGA-J4-8200,0.0,0.25
386,TCGA-KC-A4BN,0.0,0.25
387,TCGA-J4-A83J,0.1860465116279069,0.25
388,TCGA-EJ-7317,0.4166666666666667,0.25
389,TCGA-KC-A7FD,0.2857142857142857,0.25
390,TCGA-KK-A7B4,0.1666666666666666,0.25
391,TCGA-V1-A8WS,0.2597402597402597,0.25
392,TCGA-CH-5752,0.1111111111111111,0.25
393,TCGA-EJ-5521,0.391304347826087,0.25
394,TCGA-VN-A88M,0.238095238095238,0.25
395,TCGA-HC-7820,0.1666666666666666,0.25
396,TCGA-HC-7745,0.2857142857142857,0.25
397,TCGA-VN-A943,0.1428571428571428,0.25
398,TCGA-HC-7738,0.0,0.25
399,TCGA-J4-AAU2,0.5,0.25
400,TCGA-VP-A87J,0.1,0.25
401,TCGA-KC-A7FA,0.1703296703296703,0.25
402,TCGA-FC-7708,0.0,0.25
403,TCGA-KK-A7B0,0.2727272727272727,0.25
404,TCGA-G9-6343,0.3076923076923077,0.25
405,TCGA-ZG-A8QZ,0.2,0.25
406,TCGA-G9-6378,0.1428571428571428,0.25
407,TCGA-KK-A7AW,0.2,0.25
408,TCGA-KK-A8IC,0.2916666666666667,0.25
409,TCGA-FC-A4JI,0.2859884836852207,0.25
410,TCGA-VN-A88Q,0.15625,0.25
411,TCGA-M7-A722,0.3636363636363636,0.25
412,TCGA-G9-6366,0.1,0.25
413,TCGA-EJ-5499,0.0,0.25
414,TCGA-YL-A8SK,0.4285714285714285,0.25
415,TCGA-J9-A8CN,0.1372549019607843,0.25
416,TCGA-YL-A8SA,0.18,0.25
417,TCGA-KK-A8IJ,0.25,0.25
418,TCGA-J4-A83N,0.3333333333333333,0.25
419,TCGA-EJ-7318,0.2142857142857142,0.25
420,TCGA-HC-8265,0.1773049645390071,0.25
421,TCGA-V1-A8MU,0.5,0.25
422,TCGA-YL-A8SH,0.1764705882352941,0.25
423,TCGA-VP-A87B,0.1643835616438356,0.25
424,TCGA-KK-A8IG,0.144927536231884,0.25
425,TCGA-EJ-7786,0.0,0.25
426,TCGA-CH-5740,0.1379310344827586,0.25
427,TCGA-HC-7752,0.15625,0.25
428,TCGA-KK-A6DY,0.1052631578947368,0.25
429,TCGA-EJ-A65E,0.0,0.25
430,TCGA-CH-5746,0.0,0.5
431,TCGA-KK-A6E0,0.3131313131313131,0.5
432,TCGA-M7-A721,0.2,0.5
433,TCGA-V1-A9O5,0.4206349206349206,0.5
434,TCGA-HI-7171,0.3686131386861314,0.5
435,TCGA-KK-A6E4,0.3445378151260504,0.5
436,TCGA-HC-8264,0.1333333333333333,0.5
437,TCGA-2A-AAYU,0.2727272727272727,0.5
438,TCGA-EJ-5510,0.3125,0.5
439,TCGA-H9-A6BY,0.4285714285714285,0.5
440,TCGA-G9-7525,0.2962962962962963,0.5
441,TCGA-EJ-7793,0.0,0.5
442,TCGA-EJ-A8FN,0.3666666666666666,0.5
443,TCGA-V1-A9Z8,0.4,0.5
444,TCGA-EJ-5542,0.3666666666666666,0.5
445,TCGA-VN-A88O,0.5,0.5
446,TCGA-HC-A6AQ,0.5,0.5
447,TCGA-2A-A8W1,0.4210526315789473,0.5
448,TCGA-YL-A8SC,0.3619047619047619,0.5
449,TCGA-HC-7213,0.2818991097922849,0.5
450,TCGA-V1-A8MJ,0.25,0.5
451,TCGA-HC-A8D1,0.0,0.5
452,TCGA-KK-A8I9,0.5714285714285714,0.5
453,TCGA-CH-5768,0.2758620689655172,0.5
454,TCGA-ZG-A9L5,0.2803571428571428,0.5
455,TCGA-HC-7747,0.25,0.5
456,TCGA-HC-A6AS,0.5,0.5
457,TCGA-EJ-5519,0.4,0.5
458,TCGA-YL-A8SF,0.2542372881355932,0.5
459,TCGA-G9-6361,0.4736842105263157,0.5
460,TCGA-HC-7737,0.6875,0.5
461,TCGA-VP-A872,0.3936170212765957,0.5
462,TCGA-2A-AAYO,0.375,0.5
463,TCGA-J4-A83I,0.3974358974358974,0.5
464,TCGA-KC-A7F6,0.4705882352941176,0.5
465,TCGA-EJ-7781,0.2894736842105263,0.5
466,TCGA-CH-5739,0.1388888888888889,0.5
467,TCGA-CH-5794,0.25,0.5
468,TCGA-J4-A67T,0.4,0.5
469,TCGA-EJ-5518,0.3661971830985915,0.5
470,TCGA-EJ-7331,0.0,0.5
471,TCGA-EJ-7782,0.3461538461538461,0.5
472,TCGA-KK-A7B3,0.4347826086956521,0.5
473,TCGA-HC-7744,0.4489795918367347,0.5
474,TCGA-KC-A7F5,0.0,0.5
475,TCGA-G9-6332,0.34375,0.5
476,TCGA-J9-A8CP,0.2962962962962963,0.5
477,TCGA-ZG-A8QY,0.4814814814814814,0.5
478,TCGA-V1-A8X3,0.4871794871794871,0.5
479,TCGA-HC-7748,0.6,0.5
480,TCGA-G9-7519,0.6,0.5
481,TCGA-M7-A71Z,0.3636363636363636,0.5
482,TCGA-EJ-7789,0.4083333333333333,0.5
483,TCGA-HC-A6HY,0.24,0.5
484,TCGA-QU-A6IN,0.5142857142857142,0.5
485,TCGA-ZG-A9LZ,0.3805309734513274,0.5
486,TCGA-HC-A76X,0.0,0.5
487,TCGA-HC-A6AO,0.282051282051282,0.5
488,TCGA-EJ-A7NH,0.3265306122448979,0.5
489,TCGA-EJ-7314,0.25,0.5
490,TCGA-HC-7231,0.25,0.5
491,TCGA-X4-A8KQ,0.3333333333333333,0.5
492,TCGA-KK-A59X,0.4181818181818181,0.5
493,TCGA-KK-A6E2,0.4615384615384615,0.5
494,TCGA-2A-A8VT,0.4365482233502538,0.5
495,TCGA-EJ-5509,0.2571428571428571,0.5
496,TCGA-G9-A9S4,0.5,0.5
497,TCGA-G9-6494,0.2692307692307692,0.5
498,TCGA-CH-5737,0.4782608695652174,0.5
499,TCGA-XK-AAIV,0.3844444444444444,0.5
500,TCGA-G9-6362,0.4,0.5
501,TCGA-HC-A48F,0.3667953667953668,0.5
502,TCGA-HC-7081,0.1538461538461538,0.5
503,TCGA-EJ-7115,0.2222222222222222,0.5
504,TCGA-KK-A7AQ,0.5,0.5
505,TCGA-VN-A88N,0.3076923076923077,0.5
506,TCGA-YL-A8SB,0.1551724137931034,0.5
507,TCGA-CH-5788,0.3302752293577982,0.5
508,TCGA-V1-A9O7,0.3737373737373737,0.5
509,TCGA-2A-A8W3,0.3125,0.5
510,TCGA-ZG-A9LY,0.3414634146341463,0.5
511,TCGA-HC-8262,0.0,0.5
512,TCGA-YL-A9WH,0.4164759725400457,0.5
513,TCGA-VN-A88P,0.2602739726027397,0.5
514,TCGA-KK-A59V,0.4166666666666667,0.5
515,TCGA-KK-A8IB,0.28,0.5
516,TCGA-EJ-A65D,0.35,0.5
517,TCGA-ZG-A9LB,0.3704545454545455,0.5
518,TCGA-KK-A7AZ,0.34,0.5
519,TCGA-G9-6347,0.2,0.5
520,TCGA-KK-A7AY,0.3137254901960784,0.5
521,TCGA-HC-7075,0.0,0.5
522,TCGA-YL-A8HO,0.2696629213483146,0.5
523,TCGA-Y6-A9XI,0.3225806451612903,0.5
524,TCGA-EJ-7794,0.0,0.5
525,TCGA-EJ-5504,0.5,0.5
526,TCGA-HI-7169,0.0,0.5
527,TCGA-V1-A9ZK,0.25,0.5
528,TCGA-G9-7523,0.24,0.5
529,TCGA-HC-8256,0.3333333333333333,0.5
530,TCGA-EJ-5501,0.25,0.5
531,TCGA-M7-A725,0.3788819875776397,0.5
532,TCGA-EJ-7312,0.3541666666666667,0.5
533,TCGA-ZG-A8QX,0.375,0.5
534,TCGA-XK-AAJP,0.2941176470588235,0.5
535,TCGA-ZG-A9L1,0.3241590214067278,0.5
536,TCGA-EJ-5495,0.3076923076923077,0.5
537,TCGA-G9-6348,0.2941176470588235,0.5
538,TCGA-J9-A8CK,0.3103448275862069,0.5
539,TCGA-XK-AAJR,0.25,0.5
540,TCGA-ZG-A9M4,0.2479166666666666,0.5
541,TCGA-CH-5767,0.2333333333333333,0.5
542,TCGA-V1-A9O9,0.3611111111111111,0.5
